dataset,level,instance,scenario_seed,algorithm_seed,event_type,event_size,strategy,seed_index,checkpoint_fe,actual_fe,warm_start_fe,impact_preprocess_fe,local_search_fe,response_time,fitness,distance,total_late,is_feasible,reference_cost,gap_to_reference,overtake_repair,first_feasible_fe,impact_priority_fe,impact_global_fe,improvement_per_100_local_fe,mean_accepted_source_rank
addition_instances,M1,9,6109,6809006,add,1,WarmPSO,6,500,498,78,0,0,0.2003223,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809006,add,1,WarmPSO,6,1000,978,78,0,0,0.2003223,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809006,add,1,WarmPSO,6,1500,1488,78,0,0,0.2003223,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809006,add,1,WarmPSO,6,2500,2478,78,0,0,0.2003223,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_GlobalRelocate,6,500,493,78,0,175,0.2313037,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,79,NaN,NaN,0.186046511627907,1
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_GlobalRelocate,6,1000,988,78,0,400,0.2313037,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,79,NaN,NaN,0.186046511627907,1
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_GlobalRelocate,6,1500,1483,78,0,625,0.2313037,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,79,NaN,NaN,0.186046511627907,1
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_GlobalRelocate,6,2500,2473,78,0,1075,0.2313037,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,79,NaN,NaN,0.186046511627907,1
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_ImpactRelocate,6,500,458,78,20,150,0.2277003,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,99,1075,0,0.186046511627907,1
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_ImpactRelocate,6,1000,953,78,20,375,0.2277003,3489.75337928123,3489.75337928123,0,1,3489.87731324602,-3.55124130936371e-05,1,99,1075,0,0.186046511627907,1
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_ImpactRelocate,6,1500,1448,78,20,600,0.2277003,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,99,1075,0,0.186046511627907,1
addition_instances,M1,9,6109,6809006,add,1,WarmPSO_ImpactRelocate,6,2500,2493,78,20,1075,0.2277003,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,99,1075,0,0.186046511627907,1
addition_instances,M1,9,6109,6809007,add,1,Repair,7,500,19,0,0,0,0.0017401,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809007,add,1,Repair,7,1000,19,0,0,0,0.0017401,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809007,add,1,Repair,7,1500,19,0,0,0,0.0017401,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809007,add,1,Repair,7,2500,19,0,0,0,0.0017401,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809007,add,1,WarmPSO,7,500,498,78,0,0,0.1945837,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809007,add,1,WarmPSO,7,1000,978,78,0,0,0.1945837,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809007,add,1,WarmPSO,7,1500,1488,78,0,0,0.1945837,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809007,add,1,WarmPSO,7,2500,2478,78,0,0,0.1945837,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,79,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_GlobalRelocate,7,500,493,78,0,175,0.233215,3489.75337928123,3489.75337928123,0,1,3489.87731324602,-3.55124130936371e-05,1,79,NaN,NaN,0.186046511627907,1.5
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_GlobalRelocate,7,1000,988,78,0,400,0.233215,3489.75337928123,3489.75337928123,0,1,3489.87731324602,-3.55124130936371e-05,1,79,NaN,NaN,0.186046511627907,1.5
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_GlobalRelocate,7,1500,1483,78,0,625,0.233215,3489.75337928123,3489.75337928123,0,1,3489.87731324602,-3.55124130936371e-05,1,79,NaN,NaN,0.186046511627907,1.5
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_GlobalRelocate,7,2500,2473,78,0,1075,0.233215,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,79,NaN,NaN,0.186046511627907,1.5
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_ImpactRelocate,7,500,458,78,20,150,0.2321424,3489.75337928123,3489.75337928123,0,1,3489.87731324602,-3.55124130936371e-05,1,99,1075,0,0.186046511627907,1.5
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_ImpactRelocate,7,1000,953,78,20,375,0.2321424,3489.75337928123,3489.75337928123,0,1,3489.87731324602,-3.55124130936371e-05,1,99,1075,0,0.186046511627907,1.5
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_ImpactRelocate,7,1500,1448,78,20,600,0.2321424,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,99,1075,0,0.186046511627907,1.5
addition_instances,M1,9,6109,6809007,add,1,WarmPSO_ImpactRelocate,7,2500,2493,78,20,1075,0.2321424,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,99,1075,0,0.186046511627907,1.5
addition_instances,M1,9,6109,6809008,add,1,Repair,8,500,19,0,0,0,0.0013691,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809008,add,1,Repair,8,1000,19,0,0,0,0.0013691,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809008,add,1,Repair,8,1500,19,0,0,0,0.0013691,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809008,add,1,Repair,8,2500,19,0,0,0,0.0013691,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,NaN,0,0,NaN,NaN
addition_instances,M1,9,6109,6809008,add,1,WarmPSO,8,500,497,77,0,0,0.2018085,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,78,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809008,add,1,WarmPSO,8,1000,977,77,0,0,0.2018085,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,78,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809008,add,1,WarmPSO,8,1500,1487,77,0,0,0.2018085,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,78,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809008,add,1,WarmPSO,8,2500,2477,77,0,0,0.2018085,3489.87731324602,3489.87731324602,0,1,3489.87731324602,0,0,78,NaN,NaN,0,NaN
addition_instances,M1,9,6109,6809008,add,1,WarmPSO_GlobalRelocate,8,500,492,77,0,175,0.2291851,3489.75337928123,3489.75337928123,0,1,3489.87731324602,-3.55124130936371e-05,1,78,NaN,NaN,0.186046511627907,1.5
addition_instances,M1,9,6109,6809008,add,1,WarmPSO_GlobalRelocate,8,1000,987,77,0,400,0.2291851,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,78,NaN,NaN,0.186046511627907,1.5
addition_instances,M1,9,6109,6809008,add,1,WarmPSO_GlobalRelocate,8,1500,1482,77,0,625,0.2291851,3442.3352485667,3442.3352485667,0,1,3489.87731324602,-0.0136228469977629,1,78,NaN,NaN,0.186046511627907,1.5
